,titulo,descricao,paginas,idioma,editora,autor,genero,imgLink,isbn13,isbn10,amazonLink
10,Orgulho e preconceito,"Orgulho e preconceito é o livro mais famoso de Jane Austen e possui uma série de personagens inesquecíveis e um enredo memorável. Austen nos apresenta Elizabeth Bennet como heroína irresistível e seu pretendente aristocrático, o sr. Darcy. Nesse livro, aspectos diferentes são abordados: orgulho encontra preconceito, ascendência social confronta desprezo social, equívocos e julgamentos antecipados conduzem alguns personagens ao sofrimento e ao escândalo. O livro pode ser considerado a obra-prima da escritora, que equilibra comédia com seriedade, observação meticulosa das atitudes humanas e sua ironia refinada. A nova coleção possui capa dura e estilo inspirado nos bullet journals.",424 páginas,Português,Martin Claret; 1ª edição (12 abril 2018),Jane Austen,Romance,https://m.media-amazon.com/images/I/719esIW3D7L._SY385_.jpg,978-8544001820,8544001823,https://www.amazon.com.br/Orgulho-Preconceito-Jane-Austen/dp/8544001823/ref=sr_1_4?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=Orgulho+e+Preconceito&sr=8-4
11,O amor nos tempos do cólera,"Gabriel García Márquez traça a história de uma paixão profunda que foi proibída durante meio século. Embora nunca pareça estar devidamente contido, o amor flui através do romance de mil maneiras: alegre, melancólico, enriquecedor e sempre surpreendente. Emocionante, O amor nos tempos do cólera é definitivamente um dos livros mais importantes do século.
 ",432 páginas,Português,Record; 65ª edição (1 julho 1986),Gabriel García Márquez,Romance,https://m.media-amazon.com/images/I/81UNmHO4OwL._SY385_.jpg,978-8501028723,850102872X,https://www.amazon.com.br/amor-nos-tempos-c%C3%B3lera/dp/850102872X/ref=sr_1_1?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=O+Amor+nos+Tempos+do+C%C3%B3lera&sr=8-1
12,Todas as suas (im)perfeições,"Uma inesquecível história da rainha do drama Colleen Hoover, Todas as suas (im)perfeições fala sobre um casamento conturbado e uma promessa esquecida que pode ser capaz de salvá-lo.
Todas as suas imperfeições narra a história de Quinn e Graham. Eles se conhecem no pior dia de suas vidas; ela chega mais cedo de uma viagem para surpreender o noivo, ele testemunha a traição da namorada. E é assim que ambos acabam no corredor de um prédio, trocando confidências, biscoitos da sorte e palavras de conforto.",304 páginas,Português,Galera; 23ª edição (24 julho 2019),Colleen Hoover,Romance,https://m.media-amazon.com/images/I/81Vhnel+xxL._SY385_.jpg,978-8501117687,8501117684,https://www.amazon.com.br/Todas-as-suas-im-perfei%C3%A7%C3%B5es/dp/8501117684/ref=sr_1_6?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=romance&refinements=p_n_feature_browse-bin%3A8561251011&rnid=8561249011&s=books&sr=1-6
13,Jane Eyre,"Mistério, traição, escândalo e um amor que transcende o tempo Desde o momento em que Jane Eyre colocou os olhos no proprietário de Thornfield Hall, soube que sua vida mudaria irrevogavelmente. O homem enigmático, complexo e tentador exige tudo o que Jane tem a oferecer ao convidá-la para uma jornada dos sentidos que escandalizaria a sociedade. Em seus braços fortes, ela se rende aos desejos mais sombrios do homem amado e descobre que os dela são igualmente abrasadores, mergulhando-a em um mundo que nunca suspeitou existir, mas do qual não quer mais escapar.",576 páginas,Português,Principis; Texto integral traduzido do original em inglês edição (27 junho 2021),Charlotte Brontë,Romance,https://m.media-amazon.com/images/I/613Wah-Tp2S._SY385_.jpg,978-6555524406,6555524405,https://www.amazon.com.br/Jane-Eyre-Charlotte-Bront%C3%AB/dp/6555524405/ref=sr_1_1?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=Jane+Eyre&sr=8-1
14,Rebecca,"O clássico que assombrou e encantou gerações agora é DarkSide®.
 “Ontem à noite, sonhei que tinha ido a Manderley novamente.” É com estranha beleza que Daphne du Maurier começa um dos maiores clássicos da literatura: evocando uma casa que não apenas é cenário, mas também uma entidade viva na existência de seus personagens.",448 páginas,Português,Darkside; 1ª edição (14 junho 2023),Daphne du Maurier,Romance,https://m.media-amazon.com/images/I/61quWOtm-hL._SY385_.jpg,978-6555982626,6555982624,https://www.amazon.com.br/Rebecca-Daphne-du-Maurier/dp/6555982624/ref=sr_1_1?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=Rebecca&sr=8-1
15,O sol é para todos,"Um dos maiores clássicos da literatura mundial. O sol é para todos ganhou o Prêmio Pulitzer em 1961 e deu origem a um filme homônimo, vencedor do Oscar de melhor roteiro adaptado, em 1962. Lançado pela primeira vez em 1960, até hoje vende mais de um milhão de cópias por ano em língua inglesa. Uma história atemporal sobre tolerância, perda da inocência e conceito de justiça. 
 ",349 páginas,Português,José Olympio; 49ª edição (10 outubro 2006),Harper Lee,Romance,https://m.media-amazon.com/images/I/91WKPd60P4L._SY385_.jpg,978-8503009492,8503009498,https://www.amazon.com.br/sol-%C3%A9-para-todos/dp/8503009498/ref=sr_1_1?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=O+Sol+%C3%A9+para+Todos&sr=8-1
16,As pontes de Madison: Apaixone-se novamente com o clássico que emocionou a todos no cinema,"O ano é 1965, e a cidade de Iowa, interior dos Estados Unidos, parece estar ainda mais quente nesse verão. Francesca Johnson, uma mãe de família que vive uma vida pacata do campo, não espera nada além dessa temporada do que o retorno dos filhos e do marido, que viajaram. Sua tranquilidade, porém, será interrompida com a chegada de Robert Kincaid, um fotógrafo de espírito aventureiro que recebeu a missão de registrar as belíssimas pontes de Madison County. Francesca e Robert comprovaram para o mundo que o valor das coisas está realmente na intensidade que elas carregam e não no tempo que duram. Casada, mãe, Francesca não deveria ter sentimentos tão fortes por esse fotógrafo. Assim como ele, um homem tão livre, nunca se viu tão preso a alguém que acabou de conhecer. E é justamente assim que as paixões intensas funcionam: é como ser atingido por um raio quando menos se espera, e, de repente, seu corpo e sua existência estão preenchidos de energia, sem ter como voltar atrás para o estado anterior. E perdemos todo e qualquer pudor ao ver que é possível, uma vez mais, encontrar espaço para dançar.",192 páginas,Português,Única; 1ª edição (1 abril 2015),Robert James Waller,Romance,https://m.media-amazon.com/images/I/91JppoJyIeL._SY385_.jpg,978-8567028590,8567028590,https://www.amazon.com.br/pontes-Madison-Apaixone-se-novamente-emocionou/dp/8567028590/ref=sr_1_2?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=As+Pontes+de+Madison&sr=8-2
17,Anna Karênina: Romance em oito partes,"É um dos maiores romances da literatura universal, uma das obras clássicas que apelam simultaneamente à razão e ao coração do leitor, que o deixam ora eufórico, ora cheio de angústia, e ficam arraigadas, queira ele ou não, em seu imaginário. Seu autor é um conde russo, grande escritor e filósofo do século XIX que sabia retratar o destino de uma pessoa ou uma família qualquer como se fosse o do mundo inteiro, perscrutando, com absoluta lucidez espiritual, os aspectos mais importantes da vida humana. Quem o protagoniza é uma mulher linda e sensual que ousou desafiar as convenções morais de sua época e teve de pagar por isso... O nome desse romance é tão simples quanto revelador: Anna Karênina. Ao evocar nele uma das mais comoventes histórias de amor que jamais foram narradas, Leon Tolstói procura esclarecer diversas questões existenciais que concernem a todos e vai muito além do comum em sua tentativa de encontrar, se não uma receita infalível da felicidade terrena, pelo menos uma plausível explicação dos motivos pelos quais nem sempre é fácil alcançá-la. Tradução direta do russo por Oleg Almeida.",856 páginas,Português,Martin Claret; 1ª edição (2 dezembro 2019),Leon Tolstói,Romance,https://m.media-amazon.com/images/I/91xbSDczDkL._SY385_.jpg,978-8544002377,8544002374,https://www.amazon.com.br/Anna-Kar%C3%AAnina-Romance-oito-partes/dp/8544002374/ref=sr_1_3?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=Anna+Karenina&sr=8-3
18,Me chame pelo seu nome,"Livro que inspirou o filme dirigido por Luca Guadagnino, aclamado nos festivais de Berlim, Toronto, do Rio, no Sundance e um dos principais candidatos ao Oscar de 2018.
A casa onde Elio passa os verões é um verdadeiro paraíso na costa italiana, parada certa de amigos, vizinhos, artistas e intelectuais de todos os lugares. Filho de um importante professor universitário, o jovem está bastante acostumado à rotina de, a cada verão, hospedar por seis semanas na villa da família um novo escritor que, em troca da boa acolhida, ajuda seu pai com correspondências e papeladas. Uma cobiçada residência literária que já atraiu muitos nomes, mas nenhum deles como Oliver.",288 páginas,Português,Intrínseca; 1ª edição (5 janeiro 2018),André Aciman,Romance,https://m.media-amazon.com/images/I/61bZCCt0ydL._SY385_.jpg,978-8551002742,8551002732,https://www.amazon.com.br/Me-Chame-Pelo-Seu-Nome/dp/8551002732/ref=sr_1_1?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=Me+Chame+Pelo+Seu+Nome&sr=8-1
19,O morro dos ventos uivantes,"Único romance da escritora inglesa Emily Brontë, O morro dos ventos uivantes retrata uma trágica história de amor e obsessão em que os personagens principais são a obstinada e geniosa Catherine Earnshaw e seu irmão adotivo, Heathcliff. Grosseiro, humilhado e rejeitado, ele guarda apenas rancor no coração, mas tem com Catherine um relacionamento marcado por amor e ódio.",368 páginas,Português,Principis; Texto integral traduzido do original em inglês edição (17 junho 2019),Emily Brontë,Romance,https://m.media-amazon.com/images/I/51sz0nn7u9L._SY445_SX342_.jpg,978-8594318237,8594318235,https://www.amazon.com.br/morro-dos-ventos-uivantes/dp/8594318235/ref=sr_1_2?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=O+Morro+dos+Ventos+Uivantes&sr=8-2
20,"Amor, teoricamente","Dois físicos rivais colidem em meio a um turbilhão de disputas acadêmicas e caóticos namoros de mentira nesta nova comédia romântica da autora de A hipótese do amor.
""Ali Hazelwood é uma verdadeira potência dos romances."" – Christina Lauren, autora de Imperfeitos",368 páginas,Português,Editora Arqueiro; 1ª edição (2 agosto 2023),Ali Hazelwood,Romance,https://m.media-amazon.com/images/I/81iUrbors9L._SY385_.jpg,978-6555655254,6555655259,https://www.amazon.com.br/Amor-teoricamente-Ali-Hazelwood/dp/6555655259/ref=sr_1_23_sspa?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=romance&sr=8-23-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1
21,Água para elefantes,"Desde que perdeu sua esposa, Jacob Jankowski vive numa casa de repouso, cercado por senhoras simpáticas, enfermeiras solícitas e fantasmas do passado. Durante 70 anos Jacob guardou um segredo: nunca falou a ninguém sobre o período de sua juventude em que trabalhou no circo. Até agora. Aos 23 anos, Jacob era um estudante de veterinária, mas teve sua vida transformada após a morte de seus pais num acidente de carro. Órfão, sem dinheiro e sem ter para onde ir, ele deixa a faculdade antes de fazer as provas finais e, desesperado, acaba pulando em um trem em movimento, o Esquadrão Voador do circo Irmãos Benzini, o Maior Espetáculo da Terra. Admitido para cuidar dos animais, Jacob sofrerá nas mãos do Tio Al, o empresário tirano do circo, e de August, o ora encantador, ora intratável chefe do setor dos animais. É também sob as lonas que ele se apaixona duas vezes: primeiro por Marlena, a bela estrela do número dos cavalos e esposa de August; e depois por Rosie, a elefanta aparentemente estúpida que deveria ser a salvação do circo. Água para elefantes é tão envolvente que seus personagens continuam vivos muito depois de termos virado a última página. Sara Gruen nos transporta a um mundo misterioso e encantador, construído com tamanha riqueza de detalhes que é quase possível respirar sua atmosfera. **** ""Não falo muito sobre esses dias. Nunca falei. Eu tinha medo de deixar escapar alguma coisa. Sabia como era importante guardar o segredo dela e de fato o guardei – pelo resto de sua vida e depois. Em 70 anos, nunca o revelei a ninguém."" Jacob Jancowski tem 93 anos, vive numa casa de repouso e nunca fala de seu passado. Até que um circo chega à cidade, despertando as recordações de sua juventude. São lembranças de um mundo habitado por aberrações e palhaços, em que vigoram leis rigorosas e até mesmo irracionais. Uma atmosfera de encanto, repleto de maravilhas e paixões, mas que também abriga dor e ódio. Para o jovem Jacob, esse novo universo será tanto sua salvação quanto seu calvário. Aos 23 anos, no início do difícil período da Grande Depressão americana, ele perde os pais num acidente de carro e abandona a faculdade de veterinária. Por fim ele se junta à trupe dos Irmãos Benzini. Mesmo vivendo quase na miséria e tendo de suportar inúmeras humilhações, os trabalhadores do lugar se sentem felizes por pelo menos terem um emprego. É sob as tendas que Jacob se apaixona por Marlena, a jovem estrela do número dos cavalos, e se encantar com Rosie, a elefanta que deveria ser a solução para os problemas do circo, mas que parece ser incapaz de aprender qualquer coisa. O elo que une esse trio improvável é sua única chance de sobreviver nesse ambiente misterioso e cruel, onde nada é exatamente o que parece. Comovente, divertido e surpreendente, Água para elefantes é a história de um amor que supera todos os obstáculos, até mesmo o tempo.",272 páginas,Português,Editora Arqueiro; 1ª edição (15 março 2011),Sara Gruen,Romance,https://m.media-amazon.com/images/I/51wIAtrhnDL._SY445_SX342_.jpg,978-8599296158,8599296159,https://www.amazon.com.br/%C3%81gua-para-elefantes-Sara-Gruen/dp/8599296159/ref=sr_1_1?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=%C3%81gua+para+Elefantes&sr=8-1
22,"Comer, rezar, amar: A Busca De Uma Mulher Por Todas As Coisas Da Vida Na Itália, Na Índia E Na Indonésia","Elizabeth Gilbert estava com quase trinta anos e tinha tudo o que sempre quis: um marido apaixonado, uma casa nova e espaçosa, o projeto de ter filhos e uma carreira de sucesso. Mas ao invés de sentir-se feliz e realizada, sentia-se confusa, triste e em pânico. Enfrentou um divórcio, uma depressão debilitante e outro amor fracassado. Até que decidiu tomar uma decisão radical: livrou-se de todos os bens materiais, demitiu-se do emprego, e partiu sozinha para uma viagem de um ano pelo mundo. O objetivo de Gilbert era visitar três lugares onde pudesse examinar aspectos de sua própria natureza, tendo como cenário uma cultura que, tradicionalmente, fosse especialista em cada um deles. Assim, decidiu explorar a arte do prazer na Itália, a arte da devoção na Índia, e, na Indonésia, a arte de equilibrar as duas coisas. Escrito com ironia, humor e inteligência, o best-seller de Elizabeth Gilbert é um relato sobre a importância de assumir a responsabilidade pelo próprio contentamento e parar de viver conforme os ideais da sociedade. É um livro para qualquer um que já tenha se sentido perdido, ou pensado que deveria existir um caminho diferente, e melhor.",360 páginas,Português,Objetiva; 1ª edição (29 abril 2016),Elizabeth Gilbert,Romance,https://m.media-amazon.com/images/I/81bTy9EJIzL._SY385_.jpg,978-8547000073,8547000070,https://www.amazon.com.br/Comer-rezar-amar-Mulher-Indon%C3%A9sia/dp/8547000070/ref=sr_1_1?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=Comer%2C+Rezar%2C+Amar&sr=8-1
23,O paciente inglês,"No final da Segunda Guerra Mundial, numa villa abandonada na Itália, quatro pessoas vivem um encontro inusitado: uma jovem enfermeira cuja vida foi devastada pela guerra; um inglês desconhecido e moribundo, sobrevivente de um desastre de avião; um ladrão cujas ""habilidades"" acabaram por fazer dele um herói de guerra; e um soldado indiano especialista em desmonte de bombas, a quem três anos de guerra ensinaram que ""a única segurança está em si mesmo"". O livro revela os caminhos e detalhes de quatro vidas capturadas e modificadas e agora inextricavelmente ligadas pelas circunstâncias brutais e improváveis da guerra. Em 1996, foi levado às telas pelo diretor Anthony Minghella e recebeu nove prêmios Oscar, inclusive o de melhor filme.",280 páginas,Português,Companhia de Bolso; Edição de bolso (10 dezembro 2007),Michael Ondaatje,Romance,https://m.media-amazon.com/images/I/91wWMsVtDPL._SY385_.jpg,978-8535911596,8535911596,https://www.amazon.com.br/paciente-ingl%C3%AAs-Michael-Ondaatje/dp/8535911596/ref=sr_1_1?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=O+Paciente+Ingl%C3%AAs&sr=8-1
24,As coisas que os homens me explicam,"A ferramenta de que todos precisamos para encontrar algo que quase estava perdido. Conjunto de textos em que a desigualdade de género é analisada através de diferentes manifestações de violência contra as mulheres, facilmente observáveis mas quase sempre",9897222952,Português,Quetzal Editores (1 janeiro 2016),Rebecca Solnit,Romance,https://m.media-amazon.com/images/I/31a+vVntamL._SY385_.jpg,978-9897222955,978-9897222955,https://www.amazon.com.br/As-coisas-que-homens-explicam/dp/9897222952/ref=sr_1_1?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=Os+Homens+Me+Explicam+Coisas&sr=8-1
25,A cor púrpura,"""
A edição revisada de A cor púrpura, a obra-prima de Alice Walker vencedora do Pulitzer e um dos mais importantes títulos de toda a história da literatura.
 Alguns dos personagens mais marcantes da literatura estão neste livro; ganhador do Prêmio Pulitzer de 1983 e inspiração para o filme homônimo dirigido por Steven Spielberg em 1985.",336 páginas,Português,José Olympio; 12ª edição (29 junho 2009),Alice Walker,Romance,https://m.media-amazon.com/images/I/51v1Ma8QQZL._SY445_SX342_.jpg,978-8503010313,8503010313,https://www.amazon.com.br/cor-p%C3%BArpura-Alice-Walker/dp/8503010313/ref=sr_1_1?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=A+Cor+P%C3%BArpura&sr=8-1
